#RESOURCE=yCat_22250032
#Name: J/ApJS/225/32
#Title: Extended abundance analysis of cool stars (Brewer+, 2016)
#Table	J_ApJS_225_32_stars:
#Name: J/ApJS/225/32/stars
#Title: Spectroscopically determined  stellar properties , abundances  an derived parameters  for the 1615 F, G, and K stars
#Column	SPOCS	(I4)	[2/3247] SPOCS ID (G1)	[ucd=meta.id;meta.main]
#Column	Name	(a14)	Star name	[ucd=meta.id]
#Column	Teff	(I4)	[4702/6773] Stellar effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F5.2)	[2.6/5] Stellar surface gravity	[ucd=phys.gravity]
#Column	[M/H]	(F5.2)	[-1.2/0.6] Stellar metallicity	[ucd=phys.abund.Z]
#Column	S	(F6.2)	[-1.9/540] Mount Wilson Ca HK activity index	[ucd=meta.code;spect.index]
#Column	logRhk	(F5.2)	[-6.3/-1.7]? log(R'HK) activity index	[ucd=spect.index]
#Column	Vbr	(F4.1)	[0.6/25] Derived velocity broadening	[ucd=spect.line.broad]
#Column	Vsini	(F4.1)	[0/20.1] Derived projected rotational velocity	[ucd=phys.veloc.rotat]
#Column	Vmac	(F4.1)	[1.6/23.3] Derived macroturbulent velocity	[ucd=phys.veloc]
#Column	Vrad	(F6.1)	[-137/164] Barycentric radial velocity at time of observation	[ucd=phys.veloc;pos.barycenter]
#Column	SNR	(I3)	[14/492] Signal to Noise ratio at 6000 Angstroms	[ucd=stat.snr]
#Column	Crms	(F5.2)	[0.01/0.3] RMS scatter in continuum	[ucd=stat.error]
#Column	Lrms	(F5.2)	[0.01/0.1] RMS scatter in line	[ucd=stat.error]
#Column	N	(I2)	[1/23] Number of spectra fit for that star	[ucd=meta.number]
#Column	[Fe/H]	(F5.2)	[-1.2/0.6]? Derived [Fe/H] abundance	[ucd=phys.abund.Fe]
#Column	RAJ2000	(A10)	SIMBAD Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	SIMBAD Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	[1.7/10.1]? V magnitude from SIMBAD	[ucd=phot.mag;em.opt.V]
#Column	Dist	(F6.2)	[3.6/353]? Distance from SIMBAD	[ucd=pos.distance;pos.heliocentric]
#Column	logL	(F5.2)	[-0.8/1.8]? Derived Stellar Luminosity (1)	[ucd=phys.luminosity]
#Column	e_logL	(F5.2)	[0.01/1.1]? Uncertainty in logL (1)	[ucd=stat.error]
#Column	Rstar	(F5.2)	[0.6/10]? Derived Stellar Radius (1)	[ucd=phys.size.radius]
#Column	e_Rstar	(F5.2)	[0.02/4]? Uncertainty in Rstar (1)	[ucd=stat.error]
#Column	Mstar	(F6.2)	[0.2/7]? Derived Stellar Mass (1)	[ucd=phys.mass]
#Column	e_Mstar	(F6.2)	[0.03/14]? Uncertainty in Mstar (1)	[ucd=stat.error]
#Column	Miso	(F5.2)	[0.6/3]? Isochrone derived stellar mass (2)	[ucd=phys.mass]
#Column	logg2	(F5.2)	[1.6/5]? Isochrone derived surface gravity (2)	[ucd=phys.gravity]
#Column	e_logg2	(F5.2)	[0.01/0.3]? Uncertainty in logg-iso (2)	[ucd=stat.error]
#Column	Age	(F4.1)	[0.6/15]? Isochrone derived age (2)	[ucd=time.age]
#Column	CCat	(I3)	Display data from Isaacson+, 2010, J/ApJ/725/875, within 1" [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
SPOCS	Name	Teff	logg	[M/H]	S	logRhk	Vbr	Vsini	Vmac	Vrad	SNR	Crms	Lrms	N	[Fe/H]	RAJ2000	DEJ2000	Vmag	Dist	logL	e_logL	Rstar	e_Rstar	Mstar	e_Mstar	Miso	logg2	e_logg2	Age	CCat	Simbad
2983	Kepler-102    	4816	 4.53	 0.06	  0.41	-4.62	 2.1	 1.2	 1.7	 -28.8	249	 0.01	 0.02	 1	 0.12	18 45 55.9	+47 12 29	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2985	KOI-1581      	5328	 3.91	 0.16	  0.21	-4.86	 3.7	 0.6	 3.6	 -22.0	 26	 0.04	 0.05	 1	 0.20	18 49 45.4	+43 44 04	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2986	Kepler-128    	6083	 4.04	-0.01	  0.13	     	 8.2	 5.7	 5.2	 -23.3	237	 0.01	 0.01	 1	 0.01	18 49 58.1	+43 58 49	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2987	Kepler-422    	5883	 4.28	 0.19	  0.15	-5.03	 4.7	 2.3	 4.0	 -10.8	 82	 0.02	 0.02	 3	 0.19	18 50 31.1	+46 19 24	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2988	Kepler-410    	6304	 4.16	 0.01	  0.15	-5.01	15.8	12.3	 7.3	 -40.3	234	 0.01	 0.01	 1	 0.06	18 52 36.2	+45 08 23	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2989	Kepler-62     	4842	 4.51	-0.34	  0.21	     	 2.1	 1.0	 1.7	  16.3	112	 0.02	 0.02	 1	-0.37	18 52 51.1	+45 21 00	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2990	HD 343246     	5703	 4.23	 0.23	  0.09	-6.18	 4.5	 3.0	 3.2	 -36.8	 51	 0.02	 0.02	 1	 0.24	18 53 13.3	+24 07 39	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2991	KOI-2926      	5172	 3.80	-0.44	  0.23	-4.84	 2.9	 0.1	 3.5	 -37.2	 19	 0.07	 0.07	 1	-0.52	18 53 20.7	+47 10 28	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2992	HD 175425     	5772	 4.23	 0.11	  0.19	-4.86	 4.3	 2.4	 3.5	 -70.5	298	 0.01	 0.01	 1	 0.12	18 53 38.1	+37 59 07	 7.90	 53.53	 0.22	 0.04	 1.29	 0.06	  1.03	  0.15	 1.10	 4.26	 0.03	 5.9	  1	Simbad
2993	KOI-4199      	5068	 4.56	-0.16	  0.16	-5.06	 2.0	 0.3	 1.9	 -12.2	 31	 0.04	 0.04	 1	-0.20	18 54 21.0	+40 34 30	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2994	KOI-4717      	5671	 4.50	-0.32	  0.18	-4.89	 2.9	 0.1	 3.1	   5.7	 21	 0.06	 0.07	 1	-0.36	18 54 46.4	+40 01 05	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2995	HD 175742     	4937	 4.27	-0.04	  0.92	-4.20	16.5	14.4	 1.7	  -2.9	276	 0.02	 0.02	 1	 0.10	18 55 53.2	+23 33 24	 8.16	 21.39	-0.58	 0.03	 0.70	 0.02	  0.33	  0.05	 0.80	 4.63	 0.02	 3.9	  0	Simbad
2996	HIP 92922     	5565	 4.09	 0.30	  0.17	-5.00	 3.9	 2.6	 2.8	 -41.0	288	 0.01	 0.01	 2	 0.31	18 55 54.8	+41 31 18	 9.12	 99.50	 0.28	 0.07	 1.49	 0.13	  0.99	  0.21	 1.10	 4.09	 0.09	 7.6	  1	Simbad
2997	Kepler-37     	5391	 4.60	-0.31	  0.18	-4.94	 2.7	 0.9	 2.4	 -31.6	251	 0.01	 0.01	 7	-0.33	18 56 14.3	+44 31 05	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2998	KOI-180       	5601	 4.52	-0.05	  0.28	-4.58	 4.1	 2.8	 2.9	  -0.5	120	 0.01	 0.01	 1	-0.03	18 57 34.6	+46 14 57	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2999	KOI-367       	5696	 4.44	 0.11	  0.14	-5.13	 3.4	 1.1	 3.2	 -40.2	 35	 0.03	 0.03	 1	 0.11	18 57 53.3	+39 54 43	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3000	Kepler-95     	5632	 4.13	 0.21	  0.16	-5.00	 3.9	 2.4	 3.0	 -31.7	174	 0.01	 0.01	 2	 0.20	18 57 55.8	+44 23 53	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3001	Kepler-408    	6078	 4.22	-0.13	  0.15	-5.06	 5.6	 2.0	 5.2	 -54.0	240	 0.01	 0.01	 2	-0.12	18 59 08.7	+48 25 24	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3002	HD 177274     	6066	 4.19	 0.19	  0.15	-5.03	 7.8	 5.5	 5.1	  -6.2	394	 0.01	 0.01	 1	 0.20	19 00 12.5	+61 25 24	 8.35	 94.88	 0.52	 0.05	 1.65	 0.10	  1.54	  0.26	 1.29	 4.11	 0.06	 3.5	  1	Simbad
3003	KOI-2169      	5327	 4.52	 0.07	  0.27	-4.70	 3.2	 2.2	 2.2	   6.5	161	 0.01	 0.02	 1	 0.11	19 00 49.8	+45 23 04	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3004	HD 176733     	5605	 4.45	-0.04	  0.16	-5.01	 3.2	 1.1	 2.9	   6.0	355	 0.01	 0.01	 1	-0.05	19 01 06.4	+15 41 01	 7.85	 38.51	-0.03	 0.04	 1.02	 0.05	  1.08	  0.17	 0.95	 4.41	 0.05	 7.7	  1	Simbad
3005	Kepler-9      	5754	 4.48	 0.03	  0.19	     	 4.2	 2.3	 3.4	  -0.3	 39	 0.03	 0.03	 5	 0.05	19 02 17.8	+38 24 03	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3006	Kepler-4      	5772	 4.05	 0.12	  0.17	-4.93	 4.5	 2.7	 3.5	 -60.1	122	 0.01	 0.01	 4	 0.13	19 02 27.7	+50 08 09	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3007	Kepler-98     	5506	 4.51	 0.10	  0.23	-4.74	 3.4	 2.0	 2.6	 -32.0	163	 0.01	 0.02	 1	 0.12	19 02 38.8	+37 57 52	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3009	KOI-2931      	4905	 4.59	-0.13	  0.14	-5.16	 2.3	 1.5	 1.7	  17.6	 27	 0.04	 0.05	 1	-0.17	19 02 52.2	+44 45 30	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3010	KOI-2410      	5662	 4.49	-0.16	  0.12	-5.39	 3.1	 0.0	 3.1	 -13.8	 23	 0.06	 0.07	 1	-0.17	19 02 58.3	+44 51 28	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3011	Kepler-407    	5487	 4.31	 0.34	  0.11	     	 3.6	 2.4	 2.6	 -25.2	161	 0.06	 0.03	 2	 0.34	19 04 08.7	+49 36 52	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3012	KOI-3283      	4744	 4.48	-0.11	  0.37	-4.74	 3.3	 2.9	 1.6	  -3.2	 27	 0.05	 0.05	 1	-0.11	19 04 21.4	+45 22 08	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3013	KOI-466       	5917	 4.19	 0.00	  0.18	-4.86	 7.4	 5.7	 4.2	 -65.3	 24	 0.05	 0.05	 1	 0.00	19 04 36.5	+45 19 57	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3014	Kepler-12     	5967	 4.14	 0.05	  0.16	-5.00	 4.8	 1.4	 4.5	   2.2	 90	 0.02	 0.02	 4	 0.06	19 04 58.4	+50 02 25	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3015	KOI-600       	5793	 4.44	-0.03	  0.14	-5.17	 3.5	 0.1	 3.6	 -30.4	 27	 0.04	 0.04	 1	-0.03	19 05 00.0	+48 03 39	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3016	KOI-4054      	5146	 4.49	 0.02	  0.18	-4.97	 3.0	 2.2	 2.0	 -25.4	 34	 0.04	 0.04	 1	 0.06	19 06 26.1	+41 53 22	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3017	Kepler-25     	6212	 4.13	-0.02	  0.13	-5.26	11.8	 8.8	 6.3	 -10.9	213	 0.01	 0.01	 2	 0.01	19 06 33.2	+39 29 16	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3018	TrES-2        	5854	 4.45	-0.03	  0.17	-4.94	 3.6	 0.1	 3.8	  -3.8	140	 0.01	 0.01	 2	-0.02	19 07 14.0	+49 19 00	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3019	Kepler-152    	5050	 4.60	-0.13	  0.18	-5.01	 2.2	 1.0	 1.9	  -7.3	 35	 0.03	 0.04	 1	-0.17	19 07 27.7	+41 59 21	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3020	KOI-1431      	5478	 4.41	 0.18	  0.18	-4.91	 3.3	 2.0	 2.5	 -36.5	115	 0.01	 0.02	 1	 0.19	19 08 05.3	+48 40 55	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3021	HD 178251     	4734	 2.81	-0.42	  0.14	-5.21	 4.1	 0.2	 4.0	  88.2	196	 0.01	 0.02	 2	-0.49	19 08 56.3	-28 44 28	 7.98	149.93	 1.21	 0.13	 5.95	 0.87	  0.83	  0.26	 0.90	 2.68	 0.10	12.8	  1	Simbad
3022	Kepler-97     	5843	 4.51	-0.18	  0.15	-5.08	 3.8	 0.1	 3.8	   5.6	161	 0.01	 0.01	 1	-0.19	19 09 18.4	+48 40 24	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3023	KOI-4898      	5831	 4.42	-0.09	  0.09	-6.25	 3.6	 0.1	 3.7	 -23.8	 22	 0.06	 0.06	 1	-0.15	19 09 23.8	+47 03 40	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3024	Kepler-174    	4724	 4.46	-0.45	  0.34	-4.78	 2.1	 1.1	 1.6	-101.0	 34	 0.04	 0.04	 1	-0.59	19 09 45.4	+43 49 56	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3025	KOI-273       	5640	 4.29	 0.21	  0.17	     	 3.8	 2.2	 3.0	 -69.2	251	 0.01	 0.01	 1	 0.21	19 09 54.8	+38 13 44	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3026	Kepler-104    	5921	 4.47	-0.38	  0.13	-5.21	 3.5	 0.1	 4.2	   0.8	186	 0.01	 0.01	 1	-0.41	19 10 25.1	+42 10 00	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3027	Kepler-411    	4837	 4.48	 0.10	  0.71	-4.33	 4.5	 4.0	 1.7	 -22.1	200	 0.02	 0.02	 1	 0.23	19 10 25.3	+49 31 24	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3028	HD 179306     	5043	 3.03	 0.15	  0.12	     	 4.9	 3.3	 3.4	   3.4	263	 0.01	 0.02	 2	 0.23	19 10 27.0	+38 33 42	     	      	     	     	     	     	      	      	     	     	     	    	  1	Simbad
3029	KOI-1421      	5547	 4.48	-0.01	  0.20	-4.83	 3.9	 2.6	 2.7	 -45.4	 25	 0.05	 0.06	 1	-0.08	19 10 36.1	+49 09 22	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3030	KOI-1477      	5200	 4.55	-0.07	  0.48	-4.43	 3.3	 2.5	 2.0	 -12.7	 22	 0.06	 0.08	 1	-0.04	19 10 37.0	+43 30 21	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3031	Kepler-20     	5489	 4.50	 0.02	  0.18	-4.92	 3.2	 1.7	 2.6	 -20.6	156	 0.02	 0.01	 3	 0.03	19 10 47.5	+42 20 19	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3032	Kepler-14     	6378	 3.99	 0.06	  0.17	     	10.1	 3.0	 9.6	   8.6	 66	 0.02	 0.02	 1	 0.11	19 10 50.1	+47 19 59	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3033	HD 179079     	5646	 4.02	 0.23	  0.16	-5.03	 3.6	 1.8	 3.0	  16.9	307	 0.01	 0.01	 1	 0.24	19 11 09.8	-02 38 18	 7.95	 65.53	 0.38	 0.05	 1.63	 0.09	  1.00	  0.17	 1.14	 4.05	 0.04	 7.0	  1	Simbad
3034	Kepler-113    	4711	 4.45	 0.12	  0.24	-4.96	 1.9	 0.7	 1.6	  -0.8	115	 0.02	 0.03	 1	 0.15	19 11 59.5	+50 56 40	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3035	HD 180161     	5396	 4.51	 0.12	  0.35	-4.54	 3.5	 2.5	 2.4	 -29.0	364	 0.01	 0.01	 1	 0.17	19 12 11.4	+57 40 19	 7.04	 20.02	-0.26	 0.02	 0.85	 0.02	  0.85	  0.11	 0.95	 4.54	 0.02	 2.5	  1	Simbad
3036	Kepler-50     	6173	 4.07	-0.05	  0.13	-5.20	12.5	 9.7	 6.0	  -4.7	241	 0.01	 0.01	 1	-0.02	19 12 24.2	+50 02 01	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3037	KOI-1209      	5799	 4.44	 0.06	  0.15	-5.03	 3.8	 0.8	 3.6	 -18.8	 28	 0.04	 0.04	 1	 0.07	19 13 15.4	+38 41 36	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3038	HD 179498     	6060	 3.82	 0.16	  0.13	-5.22	 9.1	 6.5	 5.9	  40.4	108	 0.01	 0.02	 1	 0.23	19 13 22.2	-16 45 10	 9.98	250.00	 0.71	 0.13	 2.04	 0.31	  1.00	  0.33	 1.42	 3.88	 0.09	 3.5	  0	Simbad
3039	HD 180053     	5131	 3.54	 0.24	  0.31	-4.73	 4.2	 2.2	 3.5	  -5.3	278	 0.01	 0.02	 3	 0.29	19 13 36.2	+34 54 52	 7.93	126.26	 1.01	 0.06	 4.06	 0.30	  2.05	  0.39	 1.75	 3.48	 0.05	 1.9	  1	Simbad
3040	Kepler-131    	5755	 4.46	 0.13	  0.19	-4.88	 3.8	 1.6	 3.4	 -22.4	202	 0.01	 0.01	 1	 0.14	19 14 07.4	+40 56 32	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3041	Kepler-7      	5974	 3.92	 0.17	  0.17	-4.94	 5.1	 0.1	 5.3	  -1.1	 45	 0.03	 0.04	 2	 0.20	19 14 19.6	+41 05 23	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3042	Kepler-65     	6149	 4.13	 0.15	  0.13	-5.21	11.0	 8.4	 5.8	 -17.8	241	 0.01	 0.01	 1	 0.19	19 14 45.3	+41 09 04	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3043	Kepler-103    	5895	 4.14	 0.12	  0.16	-5.01	 5.4	 3.3	 4.1	 -27.4	165	 0.01	 0.01	 2	 0.13	19 15 56.3	+40 03 52	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3045	Kepler-22     	5594	 4.55	-0.27	  0.15	-5.09	 3.1	 0.6	 2.9	  -4.4	185	 0.01	 0.01	 2	-0.29	19 16 52.2	+47 53 04	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3046	Kepler-63     	5497	 4.47	 0.09	  0.40	-4.43	 6.7	 5.9	 2.6	 -22.6	144	 0.01	 0.02	 1	 0.14	19 16 54.3	+49 32 54	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3047	HD 182189     	5641	 4.19	-0.04	  0.15	-5.09	 3.7	 1.9	 3.0	 -13.0	356	 0.01	 0.01	 1	-0.08	19 17 22.3	+71 20 49	 7.07	 39.31	 0.30	 0.05	 1.48	 0.09	  1.24	  0.21	 1.02	 4.08	 0.04	 9.6	  1	Simbad
3048	Kepler-126    	6221	 4.13	-0.14	  0.13	-5.23	11.2	 8.2	 6.4	 -20.2	241	 0.01	 0.01	 1	-0.12	19 17 23.3	+44 12 31	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3049	HD 180512     	6560	 3.94	 0.18	  0.18	-4.86	10.1	 0.1	13.7	  46.8	105	 0.01	 0.02	 1	 0.23	19 17 23.8	-16 12 49	10.03	250.00	 0.67	 0.13	 1.67	 0.25	  0.89	  0.29	 1.41	 4.25	 0.05	 0.8	  0	Simbad
3050	Kepler-373    	5553	 4.44	 0.07	  0.25	-4.70	 4.5	 3.5	 2.7	  -7.3	 21	 0.06	 0.06	 1	 0.08	19 17 33.1	+50 35 49	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3051	Kepler-426    	5549	 4.50	-0.22	  0.21	-4.82	 2.3	 0.1	 2.7	 -81.3	 23	 0.05	 0.06	 1	-0.30	19 17 44.3	+49 28 24	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3052	HD 181207     	6003	 4.25	-0.15	  0.15	-5.08	 5.4	 2.5	 4.7	 -52.1	242	 0.01	 0.01	 1	-0.16	19 17 46.4	+41 24 37	     	      	     	     	     	     	      	      	     	     	     	    	  1	Simbad
3053	KOI-5949      	5795	 4.42	-0.27	  0.13	-5.20	 3.6	 0.1	 3.6	  28.2	 45	 0.03	 0.03	 1	-0.31	19 18 44.5	+50 24 33	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3054	KOI-5         	5826	 4.05	 0.12	  0.15	     	10.2	 8.5	 3.7	 -34.6	156	 0.01	 0.02	 2	 0.16	19 18 57.5	+44 38 51	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3055	HIP 94931     	5058	 4.55	-0.38	  0.20	-4.89	 1.9	 0.2	 1.9	-122.4	266	 0.01	 0.02	 4	-0.50	19 19 00.5	+41 38 05	 8.87	 35.68	-0.45	 0.03	 0.78	 0.03	  0.77	  0.11	 0.74	 4.59	 0.02	12.5	  0	Simbad
3056	HD 180902     	4961	 3.36	 0.07	  0.15	-5.13	 3.9	 1.8	 3.4	  -4.7	265	 0.01	 0.01	 1	 0.09	19 19 17.7	-23 33 29	 7.78	109.53	 0.98	 0.08	 4.16	 0.41	  1.46	  0.34	 1.41	 3.35	 0.08	 3.4	  1	Simbad
3057	HD 181342     	4945	 3.28	 0.25	  0.12	-5.31	 4.0	 2.1	 3.4	  -0.9	270	 0.01	 0.02	 1	 0.30	19 21 04.2	-23 37 10	 7.55	110.62	 1.08	 0.06	 4.71	 0.35	  1.55	  0.29	 1.69	 3.32	 0.06	 2.2	  1	Simbad
3058	Kepler-109    	5953	 4.23	-0.02	  0.16	-5.01	 4.8	 1.9	 4.4	 -37.6	122	 0.01	 0.01	 3	-0.02	19 21 34.3	+40 17 06	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3059	Kepler-19     	5511	 4.47	-0.12	  0.17	-4.94	 3.2	 1.7	 2.6	 -10.2	176	 0.01	 0.01	 1	-0.12	19 21 41.0	+37 51 06	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3060	HD 182736     	5222	 3.66	-0.11	  0.14	-5.13	 3.6	 0.1	 3.5	 -49.7	260	 0.01	 0.01	 4	-0.09	19 24 03.4	+44 56 01	 7.01	 57.64	 0.69	 0.03	 2.70	 0.10	  1.22	  0.17	 1.28	 3.68	 0.03	 4.3	  0	Simbad
3061	HD 182756     	5797	 4.24	 0.38	  0.13	-5.21	 5.2	 3.6	 3.6	  16.3	251	 0.01	 0.01	 1	 0.37	19 24 30.4	+40 19 24	     	      	     	     	     	     	      	      	     	     	     	    	  1	Simbad
3062	WASP-48       	6148	 4.09	 0.17	  0.14	-5.13	14.4	11.5	 5.8	 -23.0	 85	 0.02	 0.02	 1	 0.23	19 24 39.0	+55 28 23	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3063	HD 182619     	5554	 4.51	-0.10	  0.16	-5.04	 3.2	 1.3	 2.7	   6.7	345	 0.01	 0.01	 1	-0.11	19 24 41.9	+22 12 05	 7.81	 34.03	-0.12	 0.03	 0.94	 0.04	  1.06	  0.15	 0.92	 4.46	 0.04	 7.2	  1	Simbad
3064	Kepler-36     	6006	 4.05	-0.17	  0.12	     	 6.4	 4.1	 4.7	   7.8	242	 0.01	 0.01	 1	-0.16	19 25 00.0	+49 13 55	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3065	Kepler-100    	5859	 4.12	 0.08	  0.15	-5.04	 5.2	 3.2	 3.9	 -63.1	224	 0.01	 0.01	 4	 0.09	19 25 32.6	+41 59 25	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3066	KOI-4385      	5102	 4.54	 0.10	  0.38	-4.58	 1.6	 0.1	 1.9	 -57.7	 20	 0.06	 0.07	 1	 0.11	19 25 35.9	+38 47 16	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3067	Kepler-93     	5655	 4.51	-0.15	  0.17	-4.97	 3.4	 1.1	 3.0	  29.6	223	 0.01	 0.01	 5	-0.17	19 25 40.4	+38 40 20	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3068	KOI-75        	5885	 3.75	-0.09	  0.14	-5.18	 6.9	 4.6	 4.9	 -14.0	219	 0.01	 0.01	 1	-0.06	19 25 59.3	+42 43 42	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3069	KOI-3278      	5383	 4.55	 0.08	  0.31	-4.61	 4.4	 3.6	 2.3	  -6.9	 43	 0.03	 0.03	 1	 0.12	19 26 06.0	+38 27 21	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3070	HD 183298     	5984	 4.10	 0.08	  0.14	-5.10	 4.8	 1.4	 4.6	 -20.5	244	 0.01	 0.01	 2	 0.09	19 26 22.1	+50 59 14	 8.15	 81.17	 0.47	 0.04	 1.60	 0.08	  1.18	  0.18	 1.23	 4.12	 0.04	 4.1	  1	Simbad
3071	KOI-1739      	5705	 4.29	-0.03	  0.28	-4.58	 3.9	 2.2	 3.2	 -34.2	 21	 0.06	 0.07	 1	-0.02	19 26 36.0	+42 42 03	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3072	KOI-103       	5572	 4.52	-0.07	  0.23	-4.71	 3.5	 1.9	 2.8	  10.2	153	 0.01	 0.01	 2	-0.06	19 26 44.0	+37 45 06	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3073	CoRoT-2       	5529	 4.49	-0.04	  0.44	-5.15	11.7	10.2	 2.7	  21.4	113	 0.02	 0.02	 1	 0.03	19 27 06.5	+01 23 01	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3074	Kepler-406    	5597	 4.33	 0.20	  0.15	-5.07	 3.7	 2.1	 2.9	 -58.8	166	 0.01	 0.01	 2	 0.20	19 27 23.5	+44 58 06	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3075	HD 183473     	5557	 3.80	-0.09	  0.17	-4.96	 3.7	 0.1	 3.9	 -47.3	305	 0.01	 0.01	 1	-0.07	19 27 57.2	+42 46 36	 7.88	109.41	 0.87	 0.05	 2.93	 0.18	  1.95	  0.34	 1.45	 3.67	 0.04	 3.0	  1	Simbad
3076	KOI-760       	5734	 4.51	 0.08	  0.21	-4.79	 3.5	 0.7	 3.3	 -36.5	 23	 0.06	 0.06	 1	 0.08	19 28 40.1	+48 43 39	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
3077	HD 183216     	6021	 4.43	 0.19	  0.31	-4.47	 7.5	 5.4	 4.8	 -42.2	247	 0.01	 0.01	 1	 0.23	19 29 40.6	-30 47 52	 7.13	 34.34	 0.13	 0.03	 1.06	 0.04	  1.10	  0.15	 1.16	 4.42	 0.02	 1.0	  1	Simbad
3078	KOI-2687      	5770	 4.50	 0.00	  0.21	-4.78	 4.9	 3.2	 3.5	  11.2	246	 0.01	 0.01	 2	 0.02	19 30 27.6	+42 45 51	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
